file_index,text,Arg1_RawText,Arg1_CharacterSpanList,Arg2_RawText,Arg2_CharacterSpanList,Connective_RawText,Connective_CharacterSpanList,Sense,Type
1022,Because I give her breast milk.,,[],I give her breast milk,"[[8, 30]]",Because,"[[0, 7]]",Contingency.Cause,Explicit
1023,I didn't give him any...,nan,nan,nan,nan,nan,nan,nan,nan
1024,I don’t give it a formal form.,nan,nan,nan,nan,nan,nan,nan,nan
1025,"So a little... about three months, the time she was awake at night came to a stop.",,[],"a little ... about three months , the time she was awake at night came to a stop","[[3, 81]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1026,I was still...,nan,nan,nan,nan,nan,nan,nan,nan
1027,I still gave her breast milk.,nan,nan,nan,nan,nan,nan,nan,nan
1028,I don’t give it a formal form.,nan,nan,nan,nan,nan,nan,nan,nan
1029,"It was six months, uhuh.",nan,nan,nan,nan,nan,nan,nan,nan
103,"Sometimes, to pay school fees, I would come, I wouldn't have money to pay quickly.",nan,nan,nan,nan,nan,nan,nan,nan
1030,"When we were six months old, she didn't even take breast milk again.",she didn't even take breast milk again,"[[29, 67]]",we were six months old,"[[5, 27]]",When,"[[0, 4]]",Temporal.Synchrony,Explicit
1031,"One day, I tried to give him a pap.",nan,nan,nan,nan,nan,nan,nan,nan
1032,He took it.,nan,nan,nan,nan,nan,nan,nan,nan
1033,"I say, ah.",nan,nan,nan,nan,nan,nan,nan,nan
1034,Okay!,nan,nan,nan,nan,nan,nan,nan,nan
1035,"So after a while, she started to collect breast milk again.",,[],"after a while , she started to collect breast milk again","[[3, 58]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1036,"So she ate, she slept, everything.",,[],"she ate , she slept , everything","[[3, 33]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1037,"That's how we started doing it, roughing it up a bit.",nan,nan,nan,nan,nan,nan,nan,nan
1038,"But even up to now, she is still awake in the middle of the night, still awakening.",,[],"even up to now , she is still awake in the middle of the night , still awakening","[[4, 82]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1039,But her hair has grown up now.,,[],her hair has grown up now,"[[4, 29]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
104,They will come and chase me back to the house.,nan,nan,nan,nan,nan,nan,nan,nan
1040,It's girl.,nan,nan,nan,nan,nan,nan,nan,nan
1041,So I have started plaiting his hair and buying clothes for him.,,[],I have started plaiting his hair and buying clothes for him,"[[3, 62]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1042,We were taking pictures.,nan,nan,nan,nan,nan,nan,nan,nan
1043,The girl... she like playing with a phone.,nan,nan,nan,nan,nan,nan,nan,nan
1044,"Using phones and laptops, telling him that all those things are intrusions into him.",nan,nan,nan,nan,nan,nan,nan,nan
1045,"I don’t know if it's entertainment she wants to do, or what she wants to do.",if it 's entertainment she wants to do,"[[13, 50]]",what she wants to do,"[[55, 75]]",or,"[[52, 54]]",Expansion.Alternative,Explicit
1046,I don't know.,nan,nan,nan,nan,nan,nan,nan,nan
1047,We haven't known but...,nan,nan,nan,nan,nan,nan,nan,nan
1048,"She hasn't even started talking, but we are playing and laughing.",She has n't even started talking,"[[0, 31]]",we are playing and laughing,"[[37, 64]]",but,"[[33, 36]]",Comparison.Contrast,Explicit
1049,We were just...,nan,nan,nan,nan,nan,nan,nan,nan
105,"For about one week, I won't go to school.",nan,nan,nan,nan,nan,nan,nan,nan
1050,We're just...,nan,nan,nan,nan,nan,nan,nan,nan
1051,"We just like that, are enjoying it.",nan,nan,nan,nan,nan,nan,nan,nan
1052,"As my mother was staying with me a month, she had gone.",she had gone,"[[42, 54]]",my mother was staying with me a month,"[[3, 40]]",As,"[[0, 2]]",Temporal.Synchrony,Explicit
1053,Then my husband and I started doing it together.,,[],my husband and I started doing it together,"[[5, 47]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
1054,I even started working now.,nan,nan,nan,nan,nan,nan,nan,nan
1055,So I even took her to creche.,,[],I even took her to creche,"[[3, 28]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1056,"So at least, sometimes, myself, I will say I am going on my break.",,[],"at least , sometimes , myself , I will say I am going on my break","[[3, 65]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1057,"When she went to creche, I could work.",I could work,"[[25, 37]]",she went to creche,"[[5, 23]]",When,"[[0, 4]]",Temporal.Synchrony,Explicit
1058,I will come back to the house in the morning.,nan,nan,nan,nan,nan,nan,nan,nan
1059,"During the day, we will continue doing what we're doing.",nan,nan,nan,nan,nan,nan,nan,nan
106,I said I should go find a labourer.,nan,nan,nan,nan,nan,nan,nan,nan
1060,"Me, I work in the Local Government.",nan,nan,nan,nan,nan,nan,nan,nan
1061,I'm a government worker.,nan,nan,nan,nan,nan,nan,nan,nan
1062,"Eh, so, in the local government, if I go...","Eh , so , in the local government","[[0, 31]]",I go ...,"[[36, 43]]",if,"[[33, 35]]",Contingency.Condition,Explicit
1063,"But the good news is that as I was born a child, the government did it.",that the government did it,"[[21, 25], [49, 70]]","the good news is as I was born a child ,","[[4, 20], [26, 48]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1063,"But the good news is that as I was born a child, the government did it.",is that the government did it,"[[18, 25], [49, 70]]",I was born a child,"[[29, 47]]",as,"[[26, 28]]",Temporal.Synchrony,Explicit
1064,"I gave birth to a child, I have uh...",nan,nan,nan,nan,nan,nan,nan,nan
1065,I was on thematernity leave for three months.,nan,nan,nan,nan,nan,nan,nan,nan
1066,I will be three months old.,nan,nan,nan,nan,nan,nan,nan,nan
1067,"When I come back in three months, for that three months now, as I resume work, if others are closing at four o clock, they will allow me to close at two o clock.",for that three months now as I resume work if others are closing at four o clock they will allow me to close at two o clock,"[[34, 59], [61, 77], [79, 116], [118, 160]]",I come back in three months,"[[5, 32]]",When,"[[0, 4]]",Temporal.Synchrony,Explicit
1067,"When I come back in three months, for that three months now, as I resume work, if others are closing at four o clock, they will allow me to close at two o clock.",When I come back in three months for that three months now they will allow me to close at two o clock,"[[0, 32], [34, 59], [118, 160]]",I resume work if others are closing at four o clock,"[[64, 77], [79, 116]]",as,"[[61, 63]]",Temporal.Synchrony,Explicit
1067,"When I come back in three months, for that three months now, as I resume work, if others are closing at four o clock, they will allow me to close at two o clock.",as I resume work they will allow me to close at two o clock,"[[61, 77], [118, 160]]",others are closing at four o clock,"[[82, 116]]",if,"[[79, 81]]",Contingency.Condition,Explicit
1068,So I will come to an end and take a child to my house.,,[],I will come to an end and take a child to my house,"[[3, 53]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1069,So this two o clock one will go f-... will run for six months.,,[],this two o clock one will go f -... will run for six months,"[[3, 61]]",So,"[[0, 2]]",Contingency.Cause,Explicit
107,Maybe I could get money for school fees so that my uncle would support me in the remaining one I didn't have.,Maybe I could get money for school fees,"[[0, 39]]",my uncle would support me in the remaining one I didn't have,"[[48, 108]]",so that,"[[40, 47]]",Contingency.Cause,Explicit
1070,"After six months, I'll start working again.",nan,nan,nan,nan,nan,nan,nan,nan
1071,So it's good the government did it.,,[],it 's good the government did it,"[[3, 34]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1072,My daughter would be almost a year old before I started working full.,My daughter would be almost a year old,"[[0, 38]]",I started working full,"[[46, 68]]",before,"[[39, 45]]",Temporal.Asynchronous,Explicit
1073,So she will be very strong.,,[],she will be very strong,"[[3, 26]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1074,For even those three months which are giving us...,nan,nan,nan,nan,nan,nan,nan,nan
1075,"But we still pray that they should extend this uh... leave as uh... doctor... hospital, we should be doing exclusive breastfeeding for six months.",,[],"we still pray that they should extend this uh ... leave as uh ... doctor ... hospital , we should be doing exclusive breastfeeding for six months","[[4, 145]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1076,"So if they can allow this uh... leave it for six months, for it's good because at that time, God helped me.",for it 's good because God helped me,"[[57, 78], [93, 106]]","if they can allow this uh ... leave it for six months at that time ,","[[3, 55], [79, 92]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1076,"So if they can allow this uh... leave it for six months, for it's good because at that time, God helped me.",for it 's good,"[[57, 70]]","So they can allow this uh ... leave it for six months because at that time , God helped me","[[0, 2], [6, 55], [71, 106]]",if,"[[3, 5]]",Contingency.Condition,Explicit
1076,"So if they can allow this uh... leave it for six months, for it's good because at that time, God helped me.",for it 's good,"[[57, 70]]","at that time , God helped me","[[79, 106]]",because,"[[71, 78]]",Contingency.Cause,Explicit
1077,There's a creed near my office.,nan,nan,nan,nan,nan,nan,nan,nan
1078,I took my child with me.,nan,nan,nan,nan,nan,nan,nan,nan
1079,"So as I'm working, I go and feed it, go fin-... so that I can do this uh... six months, uh... six months full of t-... uh... mtschew exclusive that they're talking about.","I go and feed it , go fin -... so that I can do this uh ... six months , uh ... six months full of t -... uh ... mtschew exclusive that they 're talking about","[[19, 169]]",as I 'm working,"[[3, 17]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1079,"So as I'm working, I go and feed it, go fin-... so that I can do this uh... six months, uh... six months full of t-... uh... mtschew exclusive that they're talking about.","So I go and feed it , go fin -... so that I can do this uh ... six months , uh ... six months full of t -... uh ... mtschew exclusive that they 're talking about","[[0, 2], [19, 169]]",I 'm working,"[[6, 17]]",as,"[[3, 5]]",Temporal.Synchrony,Explicit
1079,"So as I'm working, I go and feed it, go fin-... so that I can do this uh... six months, uh... six months full of t-... uh... mtschew exclusive that they're talking about.","So as I 'm working , I go and feed it , go fin -...","[[0, 47]]","I can do this uh ... six months , uh ... six months full of t -... uh ... mtschew exclusive that they 're talking about","[[56, 169]]",so that,"[[48, 55]]",Contingency.Cause,Explicit
108,I was doing it.,nan,nan,nan,nan,nan,nan,nan,nan
1080,But some people... they won't be able to do it.,,[],some people ... they won't be able to do it,"[[4, 46]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1081,They will not be able to do it because of their work.,nan,nan,nan,nan,nan,nan,nan,nan
1082,I have more compassion for people who are even private.,nan,nan,nan,nan,nan,nan,nan,nan
1083,But ev-...,,[],ev -...,"[[4, 10]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1084,Some people (even some government people) can't do it if there's no creed in your office.,Some people ( even some government people ) can't do it,"[[0, 53]]",there 's no creed in your office,"[[57, 88]]",if,"[[54, 56]]",Contingency.Condition,Explicit
1085,What helped me was that a creche was in my office.,nan,nan,nan,nan,nan,nan,nan,nan
1086,"Crche isn't in my office right now, it wouldn't be easy.",nan,nan,nan,nan,nan,nan,nan,nan
1087,"But, well, that's what helped me, so I could do it.",,[],", well , that 's what helped me , so I could do it","[[3, 50]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1087,"But, well, that's what helped me, so I could do it.","But , well , that 's what helped me","[[0, 32]]",I could do it,"[[37, 50]]",so,"[[34, 36]]",Contingency.Cause,Explicit
1088,The child is growing up now.,nan,nan,nan,nan,nan,nan,nan,nan
1089,She's eating now.,nan,nan,nan,nan,nan,nan,nan,nan
109,Reach the time we wanted to write the WAEC.,nan,nan,nan,nan,nan,nan,nan,nan
1090,So everything has a balance.,,[],everything has a balance,"[[3, 27]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1091,"Ehn, in the office, as I am here, it's...",nan,nan,nan,nan,nan,nan,nan,nan
1092,I do it mostly for legal work.,nan,nan,nan,nan,nan,nan,nan,nan
1093,Ehn.,nan,nan,nan,nan,nan,nan,nan,nan
1094,"People who go out on assignment come back, I will uh...",nan,nan,nan,nan,nan,nan,nan,nan
1095,Or maybe I should mention that I'm in charge of staff... uhuh... what staff does... people who attend training... who come back from training.,,[],maybe I should mention that I 'm in charge of staff ... uhuh ... what staff does ... people who attend training ... who come back from training,"[[3, 141]]",Or,"[[0, 2]]",Expansion.Conjunction,Explicit
1096,It's administrative work.,nan,nan,nan,nan,nan,nan,nan,nan
1097,I was collecting documents.,nan,nan,nan,nan,nan,nan,nan,nan
1098,People are...,nan,nan,nan,nan,nan,nan,nan,nan
1099,"Ah, when they sat for me, I would carry them to our boss who would pass them to...",Ah I would carry them to our boss who would pass them to ...,"[[0, 2], [26, 82]]",they sat for me,"[[9, 24]]",when,"[[4, 8]]",Temporal.Synchrony,Explicit
11,"I'm in the field, I'm in the farm.",nan,nan,nan,nan,nan,nan,nan,nan
110,I didn't have money.,nan,nan,nan,nan,nan,nan,nan,nan
1100,Everything.,nan,nan,nan,nan,nan,nan,nan,nan
1101,Even if people want to see...,,[],Even people want to see ...,"[[0, 4], [8, 29]]",if,"[[5, 7]]",Contingency.Condition,Explicit
1102,"If people want to do maybe like a collaboration ( sometimes, all these NYSC students, they want to do some work in our local government), they will write their application.",", all these NYSC students , they want to do some work our they will write their application","[[59, 111], [115, 118], [138, 171]]",people want to do maybe like a collaboration sometimes in local government,"[[3, 47], [50, 59], [112, 114], [119, 135]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1103,I'll process it for myself.,nan,nan,nan,nan,nan,nan,nan,nan
1104,I would be the one to go forward and give it to the king.,nan,nan,nan,nan,nan,nan,nan,nan
1105,The Lord will come and check it before...,The Lord will come and check it,"[[0, 31]]",...,"[[38, 41]]",before,"[[32, 38]]",Temporal.Asynchronous,Explicit
1106,"Even when the boss wants to reply, it's me who will... still...",Even it 's me who will ... still ...,"[[0, 4], [35, 63]]",the boss wants to reply,"[[10, 33]]",when,"[[5, 9]]",Contingency.Condition,Explicit
1107,"He will still channel the thing through my side, so I will give the person the answer.",He will still channel the thing through my side,"[[0, 47]]",I will give the person the answer,"[[52, 85]]",so,"[[49, 51]]",Contingency.Cause,Explicit
1108,"Whether the letter has a favorable letter or if the deal fails, I would still be the one to tell them.",Whether the letter has a favorable letter I would still be the one to tell them,"[[0, 41], [64, 101]]",if the deal fails,"[[45, 62]]",or,"[[42, 44]]",Expansion.Alternative,Explicit
1108,"Whether the letter has a favorable letter or if the deal fails, I would still be the one to tell them.",Whether the letter has a favorable letter I would still be the one to tell them,"[[0, 41], [64, 101]]",or the deal fails,"[[42, 44], [48, 62]]",if,"[[45, 47]]",Contingency.Condition,Explicit
1109,"Even when they do the promoted campaign and all these things, I'm the one who gives the letters to the staff.",Even I 'm the one who gives the letters to the staff,"[[0, 4], [62, 108]]",they do the promoted campaign and all these things,"[[10, 60]]",when,"[[5, 9]]",Contingency.Condition,Explicit
111,"And my uncle, he didn't have money.",,[],"my uncle , he didn't have money","[[4, 34]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1110,"Saying, This is what he has done.",nan,nan,nan,nan,nan,nan,nan,nan
1111,I started working for uh... the University of Ibadan here.,nan,nan,nan,nan,nan,nan,nan,nan
1112,"I work in Electrical Engineering, which they call onise ina.",nan,nan,nan,nan,nan,nan,nan,nan
1113,I was working there.,nan,nan,nan,nan,nan,nan,nan,nan
1114,I have served...,nan,nan,nan,nan,nan,nan,nan,nan
1115,I almost eh...,nan,nan,nan,nan,nan,nan,nan,nan
1116,"At least, it's about thirty five or thirty four years now.",nan,nan,nan,nan,nan,nan,nan,nan
1117,"The work I'm doing, I like it, even though it's a dangerous job, that's the li-... work.","The work I 'm doing , I like it even","[[0, 29], [31, 35]]",it 's a dangerous job,"[[43, 63]]",though,"[[36, 42]]",Comparison.Concession,Explicit
1118,But I still love him because I have made progress in it.,love,"[[12, 16]]",I still him because I have made progress in it,"[[4, 11], [17, 55]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1118,But I still love him because I have made progress in it.,But I still love him,"[[0, 20]]",I have made progress in it,"[[29, 55]]",because,"[[21, 28]]",Contingency.Cause,Explicit
1119,That I am doing this work very well.,nan,nan,nan,nan,nan,nan,nan,nan
112,And one of his in-laws became sick too.,,[],one of his in - laws became sick too,"[[4, 38]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1120,No problem.,nan,nan,nan,nan,nan,nan,nan,nan
1121,"Uh... everything we're doing here (we're laying copper, we're getting electricity, we're getting housing,...) before electricity comes to the university, we'll do it.","Uh ... everything we 're doing here ( we 're laying copper , we 're getting electricity , we 're getting housing we 'll do it","[[0, 104], [154, 165]]",electricity comes to the university,"[[117, 152]]",before,"[[110, 116]]",Temporal.Asynchronous,Explicit
1122,"We do m-... we are on uh... tre-... transformers, we are on Mount RI-... RMU.",nan,nan,nan,nan,nan,nan,nan,nan
1123,"We use uh... many, many things.",nan,nan,nan,nan,nan,nan,nan,nan
1124,"We lay a cable, but when we want to lay a cable (big one, big one, if you carry it up big, big one), we will lay it in the gutters we will dig up for us.",We lay a cable we will lay it in the gutters we will dig up for us,"[[0, 14], [101, 152]]","when we want to lay a cable ( big one , big one , if you carry it up big , big one ) ,","[[20, 100]]",but,"[[16, 19]]",Comparison.Contrast,Explicit
1124,"We lay a cable, but when we want to lay a cable (big one, big one, if you carry it up big, big one), we will lay it in the gutters we will dig up for us.",We lay a cable but we will lay it in the gutters we will dig up for us,"[[0, 14], [16, 19], [101, 152]]","we want to lay a cable ( big one , big one , if you carry it up big , big one ) ,","[[25, 100]]",when,"[[20, 24]]",Temporal.Synchrony,Explicit
1124,"We lay a cable, but when we want to lay a cable (big one, big one, if you carry it up big, big one), we will lay it in the gutters we will dig up for us.","but when we want to lay a cable ( big one , big one we will lay it in the gutters we will dig up for us","[[16, 65], [101, 152]]","you carry it up big , big one )","[[70, 99]]",if,"[[67, 69]]",Contingency.Condition,Explicit
1125,"After we've done that, we'll put in the lights.",we 'll put in the lights,"[[23, 46]]",we 've done that,"[[6, 21]]",After,"[[0, 5]]",Temporal.Asynchronous,Explicit
1126,Light will come to an end for everyone.,nan,nan,nan,nan,nan,nan,nan,nan
1127,Then they will know that we have finished doing it.,,[],they will know that we have finished doing it,"[[5, 50]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
1128,"But it's a danger, if you don't know.",,[],"it 's a danger , if you don't know","[[4, 36]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1128,"But it's a danger, if you don't know.",But it 's a danger,"[[0, 17]]",you don't know,"[[22, 36]]",if,"[[19, 21]]",Contingency.Condition,Explicit
1129,"But a person who knows that he has become familiar with him, he will focus on what he is doing.",he will focus on what he is doing,"[[61, 94]]","a person who knows that he has become familiar with him ,","[[4, 60]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
113,"All his money he had, he took it to pay his hospital bill.",nan,nan,nan,nan,nan,nan,nan,nan
1130,"By this time, though the universities did not compensate us for our work, we still knew that we were still working.",By this time we still knew that we were still working,"[[0, 12], [74, 114]]",the universities did not compensate us for our work,"[[21, 72]]",though,"[[14, 20]]",Comparison.Contrast,Explicit
1131,We still work on it.,nan,nan,nan,nan,nan,nan,nan,nan
1132,And uh... many people with us here.,nan,nan,nan,nan,nan,nan,nan,nan
1133,"We have uh... a cord dressing... a joint joint, we have an overhead... we have uh... street lights, we have some electricians in the house.",nan,nan,nan,nan,nan,nan,nan,nan
1134,Our own is a rope jointer.,nan,nan,nan,nan,nan,nan,nan,nan
1135,"We bring in RMU [RMU], we mount uh... transformers in the university.",nan,nan,nan,nan,nan,nan,nan,nan
1136,"Every high and high tension we are having in our area, that's where we are doing it.",nan,nan,nan,nan,nan,nan,nan,nan
1137,We do all things.,nan,nan,nan,nan,nan,nan,nan,nan
1138,"Apart from that, we can work on a house for electricity.",nan,nan,nan,nan,nan,nan,nan,nan
1139,"But in our own section here, it's just laying a wire, connecting the transformer, connecting uh... RMU.",,[],"in our own section here , it 's just laying a wire , connecting the transformer , connecting uh ... RMU","[[4, 102]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
114,"And from there, I told my uncle one day, ""see, this WAEC, it's on the way.""",,[],"from there , I told my uncle one day , "" see , this WAEC , it 's on the way","[[4, 73]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1140,That's the only thing we do here on our own.,nan,nan,nan,nan,nan,nan,nan,nan
1141,"In this section, at least, we have three sections, two or two.",nan,nan,nan,nan,nan,nan,nan,nan
1142,"It's rewinding, it's in front.",nan,nan,nan,nan,nan,nan,nan,nan
1143,Oh uh...,nan,nan,nan,nan,nan,nan,nan,nan
1144,Meh...,nan,nan,nan,nan,nan,nan,nan,nan
1145,"The Dose who re-... repair the transformer, there's... those who connect the transformer, there's them.",nan,nan,nan,nan,nan,nan,nan,nan
1146,"But in our section here, I'm the stational head, I'm the boss in this section of this place.",,[],"in our section here , I 'm the stational head , I 'm the boss in this section of this place","[[4, 91]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1147,All these places are for our heritage.,nan,nan,nan,nan,nan,nan,nan,nan
1148,We have...,nan,nan,nan,nan,nan,nan,nan,nan
1149,"If an... if they bring in form that they... he sees there is a pro-... problem there, he will bring the form, we will fill it up, we will send it to our boss to s-... send us to s-... to go out, to uh... go and do the work.","an ... he will bring the form , we will fill it up we will send it to our boss to s-... send us to s-... to go out , to","[[3, 8], [86, 128], [130, 197]]",if they bring in form that they ... he sees there is a pro-... problem there,"[[9, 84]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1149,"If an... if they bring in form that they... he sees there is a pro-... problem there, he will bring the form, we will fill it up, we will send it to our boss to s-... send us to s-... to go out, to uh... go and do the work.","If an ... they ... he sees there is a pro-... problem there he will bring the form , we will fill it up we will send it to our boss to s-... send us to s-... to go out , to uh ... go","[[0, 8], [36, 84], [86, 128], [130, 206]]",they bring in form that,"[[12, 35]]",if,"[[9, 11]]",Contingency.Condition,Explicit
115,People have been enrolled.,nan,nan,nan,nan,nan,nan,nan,nan
1150,That's how we do this here.,nan,nan,nan,nan,nan,nan,nan,nan
1151,"Any other problem that's going on, you will first of all fill a paper and say there's a problem in this section, they want these people to come and do the repair before we can go.",they want these people to come and do the repair,"[[113, 161]]",we can go,"[[169, 178]]",before,"[[162, 168]]",Temporal.Asynchronous,Explicit
1152,"It's because the boss has instructed us to not pass, pass over his... our boundary.",It 's,"[[0, 4]]","the boss has instructed us to not pass , pass over his ... our boundary","[[13, 82]]",because,"[[5, 12]]",Contingency.Cause,Explicit
1153,All this is our business.,nan,nan,nan,nan,nan,nan,nan,nan
1154,"Eh those who are under me, we are at least, we are... we are up to ten or fifteen.",nan,nan,nan,nan,nan,nan,nan,nan
1155,"We have uh... those who do night, afternoon, and morning.",nan,nan,nan,nan,nan,nan,nan,nan
1156,That's how we did... divided them to do their work.,nan,nan,nan,nan,nan,nan,nan,nan
1157,"Dose s-... the people who are staying here at night now, are early in the morning.",nan,nan,nan,nan,nan,nan,nan,nan
1158,They're with us here.,nan,nan,nan,nan,nan,nan,nan,nan
1159,"Some people, we do regular sessions.",nan,nan,nan,nan,nan,nan,nan,nan
116,"Me, I haven't sat for the registration.",nan,nan,nan,nan,nan,nan,nan,nan
1160,The regular... that's what this...,nan,nan,nan,nan,nan,nan,nan,nan
1161,Everyday!,nan,nan,nan,nan,nan,nan,nan,nan
1162,We're coming everyday.,nan,nan,nan,nan,nan,nan,nan,nan
1163,No change for those people.,nan,nan,nan,nan,nan,nan,nan,nan
1164,The Dose who does the morning will come in the morning.,nan,nan,nan,nan,nan,nan,nan,nan
1165,"When it's two o clock, they leave the work.",they leave the work,"[[23, 42]]",it 's two o clock,"[[5, 21]]",When,"[[0, 4]]",Temporal.Synchrony,Explicit
1166,They will go back to their place where they s-... sleep.,nan,nan,nan,nan,nan,nan,nan,nan
1167,But those who are in the afternoon will come back by two.,,[],those who are in the afternoon will come back by two,"[[4, 56]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1168,They will close by nine.,nan,nan,nan,nan,nan,nan,nan,nan
1169,"After nine... those who do... are at night, they will take them away from them from, to, to the second day, because before the morning, they will take them away.","After nine ... those who do ... are at night , they will take them away from them from , to , to the second day","[[0, 106]]","before the morning , they will take them away","[[116, 160]]",because,"[[108, 115]]",Contingency.Cause,Explicit
117,How can I write my exams?,nan,nan,nan,nan,nan,nan,nan,nan
1170,That's how we work here.,nan,nan,nan,nan,nan,nan,nan,nan
1171,Nov.,nan,nan,nan,nan,nan,nan,nan,nan
